"ID","Asat","Phi","Rd","theta","resid_SSs","LCP","Q_sat_75","Q_sat_85"
"age_alt-1",6.98591645752111,0.0650440819350063,0.0525065740203148,0.834470336884989,0.255336384689368,0.808257910946566,123.431246907608,183.850464017654
"age_alt-2",6.06929659945421,0.0748551949115112,0.0792836602134766,0.615107609234035,0.0406391628734841,1.0645562414997,138.560439981344,239.731668952247
"age_alt-3",5.46817148022607,0.0764919411266885,0.184452484428159,0.634094151243143,0.0447830252577943,2.44219990323937,130.318007285335,238.877323199994
"age_alt-4",7.1412755649134,0.0719328596689991,0.231384743051422,-0.38213424991502,0.0773987434739115,3.36555134056485,463.686312888435,996.106896792989
"age_alt-5",6.06942504119051,0.061441297550306,0.106596055456376,0.714835563597989,0.108577759757905,1.74376952942827,147.224091109673,245.795177723861
"ath_fil-1",4.72273829689375,0.0609496182093944,0.100071724781067,0.676344441554666,0.051878008699486,1.65337998017461,124.941942118011,215.272542327366
"ath_fil-2",7.32642293953747,0.0617645432460256,0.319373090697484,0.744458172103271,0.053691001618811,5.23104206111757,186.622171696677,333.463815003144
"ath_fil-3",5.53387066608636,0.0672542521386774,0.273406740940054,0.571725011547125,0.0181097429603042,4.15576003008222,178.043600231571,357.387358080806
"ath_fil-4",5.09134920463571,0.0680169401991796,0.186165467817447,0.553000771298005,0.0206921445113194,2.78347924552682,155.867508368268,298.207628332644
"ath_fil-5",4.32889711981875,0.0592740602191088,0.0784443396420297,0.757091949293491,0.0278010893245583,1.32935056228326,101.236413456559,164.777608375505
"den_den-1",3.14975903433633,0.0680170964032593,0.751413113827653,0.407590934629879,0.159178069643848,13.0978660024127,2389.69637395433,-316.652531053159
"den_den-2",4.63213152054918,0.0707749781502033,0.510474660080473,-0.322359143626236,0.345762412035179,8.39390510421236,514.393070714652,2067.89776440243
"den_den-3",2.36326208264071,0.0636561461615552,0.251430368780816,0.103875857295206,0.0536494190542724,4.37122995921218,201.697737966299,733.316291981666
"den_den-4",3.22427488494563,0.0693428611026854,0.778288550723939,0.392604093637113,0.0823749892026729,13.392962104441,3267.78271842074,-317.371193583834
"den_den-5",1.98838089728345,0.0497802741353617,0.149133647377417,0.964069352395973,0.138703224519386,3.00456629452061,38.5351534102447,53.321211295518
"dip_dig-1",3.76211211602994,0.102154511175897,1.10612150819743,0.173175239775047,0.0690275944628854,14.5564340618127,-715.584662605619,-234.588781474007
"dip_dig-2",3.17505842758211,0.0976445102917467,0.362498164964241,-0.21900579024469,0.0397234301297188,4.29569492636076,246.028612989009,1059.78736942565
"dip_dig-3",3.0324249349285,0.186549931571515,0.601209692022047,-1.00684432049299,0.180137192945104,4.82214492655309,582.358746197096,-725.733592325134
"dip_dig-4",3.87130120852117,0.0778298634504004,1.08451054936756,0.524969191571668,0.152663296897483,16.5103332708263,-780.652124192455,-175.676859402699
"dip_dig-5",2.3063286736259,0.10365886416164,0.52116722629075,-0.778462930878613,0.147492743359723,7.6381631233836,1590.37595225817,-579.042949382296
"dry_int-1",4.71236127983221,0.0599185190828659,0.673035871668618,0.613938703912627,0.0232313217329416,11.9550599257064,296.038675987456,4248.35395659384
"dry_int-2",4.43089994363136,0.085746636755199,0.740251416341353,0.485557758409491,0.099671235812123,9.52379817875913,316.962883361417,-1558.77678097954
"dry_int-3",5.67552348387184,0.0750570639269952,0.463189294547501,0.501102973407751,0.013967651946756,6.44475437318393,217.82007133326,549.200112624603
"dry_int-4",5.28430870675204,0.0621722530339619,0.629101268432972,0.347917013304152,0.0255695051739013,11.0103607795198,393.520030576127,1764.02476827509
"dry_int-5",3.52573737312212,0.0448908277021124,0.723197328288374,0.804186011010505,0.171782693660981,16.9241797915475,387.618461513024,-227.754212526544
"eup_pur-1",14.9071754203832,0.0644412070761373,0.499496648284325,0.720142247609728,0.0553433377538606,7.8264041121311,364.822666695999,638.18183689236
"eup_pur-2",16.4555974736027,0.0741751075691856,0.586591383403626,0.444424412814095,0.138658725063596,8.07060496732485,529.208663858566,1041.89796161734
"eup_pur-3",17.9096184506825,0.0670902708197569,0.887097439396403,0.702751515483494,0.174612468955166,13.4272684219562,466.46393164305,879.202660957058
"eup_pur-4",18.9091693217598,0.0561985771315289,0.988818602958849,0.5560302531464,0.56940027836836,18.0261197903229,756.293325415842,1548.31149028802
"eup_pur-5",24.8078983891114,0.0851380630372154,1.79493689169818,-0.475615743597489,1.8852677670466,23.5091331411253,1876.43641520455,4979.74781111111
"eur_div-1",5.35949787830797,0.0243690789306603,0.138653270952764,0.484617612897218,0.21409229920592,5.76759857211986,475.072175023082,893.149046198147
"eur_div-2",6.09159870221542,0.0705341872657801,0.211397102179573,0.529126429441371,0.0420332056341229,3.04782242199391,184.077697474295,352.472473162419
"eur_div-3",5.60682078328866,0.0531396764701278,0.0348745923913625,0.720584915112147,0.182694412333406,0.657429346105761,148.948098279231,240.661754770699
"eur_div-4",6.05231823206509,0.0587887221079291,0.175922543210929,0.599076556511434,0.101417353480609,3.02837088691264,193.596077911327,354.247622544215
"eur_div-5",5.5429783948253,0.0573378721983946,0.216852207427036,0.43429120613548,0.0499795552873783,3.8691164533665,237.778325259251,475.869957946579
"imp_pal-1",3.58582457350562,0.0145180353990684,-0.00860974094554575,0.713785468335865,0.218897349287945,-0.59263103698226,341.187984802818,542.595945199137
"imp_pal-2",5.99652229381863,0.0483020044597798,0.144176586355083,0.505527031583887,0.116583712817699,3.02125970892985,258.867726549054,480.834015700767
"imp_pal-3",7.04647199354725,0.0611282032497695,0.179700104247688,0.160539474724444,0.0313895360236356,3.00430564079186,348.624322246811,696.698208678464
"imp_pal-4",5.53846044336905,0.02118644050039,0.040330066016765,0.890005683497936,0.23060624807026,1.90511500414587,265.903283809526,372.177348450739
"imp_pal-5",6.30749586436583,0.071646087931384,0.286801314415239,0.705253852915666,0.0570538320733133,4.05923278782335,150.30985057909,277.889462637918
"lyc_cla-1",3.44814637814958,0.0545352547279211,0.165649742373561,0.652389423958758,0.0137698056647639,3.09076345816841,119.766785136925,230.626888183263
"lyc_cla-2",2.85983786104074,0.0653445133138406,0.18506868450238,-0.025596751107727,0.0497024039003971,3.03317662557881,196.451620037212,480.380654328836
"lyc_cla-3",2.73168706198133,0.0586347807354722,0.242429504121147,0.369867110299762,0.131785607541668,4.38830185735547,167.150171488759,466.090771067685
"lyc_cla-4",1.95124471984419,0.0994137917989868,0.246014735504934,-0.393156560353944,0.0320063949646578,2.97203884530403,186.557021781236,1108.31948325083
"lyc_cla-5",1.00910494493198,0.105829252142047,0.169793132286727,-0.857173888407335,0.0164871350185475,2.20719324502952,191.434098498643,-995.771955667499
"lys_cil-1",7.6715496633235,0.0818325704795548,0.471476093321913,0.410618421254565,0.0727965791322915,5.98383037661056,269.035767365265,603.859389405008
"lys_cil-2",5.86973957262763,0.076926640328115,1.50542971757302,-1.40053309100733,0.586506699811562,35.7742054928219,-28587.9698304164,-2021.73539159635
"lys_cil-3",5.40639480956271,0.057556183871745,0.518567778644263,0.747860429530497,0.986695846051915,9.25078161882776,189.450695034,480.690214433989
"lys_cil-4",7.8237167508724,0.0588348561779948,0.532824953166364,0.955360685773661,1.39374691148499,9.085824506301,130.631302732266,183.183654341501
"lys_cil-5",4.98555618949445,0.0585856014278048,0.393099952634235,0.957659502327164,1.14680660644924,6.73415688608646,84.9964096949333,122.7334141057
"lys_cil-6",7.04254612173992,0.0532344138532538,0.277654448835832,0.960456569502474,1.42595454647271,5.22415973943654,119.917539856755,155.090950316026
"ono_sen-1",7.21237301217816,0.0590131543079518,0.453332858913328,0.654849467908819,0.309381629456935,7.8597267293332,248.275279235788,514.930907200219
"ono_sen-2",6.87697712950863,0.0516576495088341,0.278785892504715,0.855874325734276,0.16630337961406,5.4296620887895,162.487656776797,257.565451022314
"ono_sen-3",8.73575828839635,0.0650044346116201,0.431594762115072,0.651908166877861,0.052410132908553,6.75958421809518,256.45743134378,497.042234369746
"ono_sen-4",8.47840885839005,0.0657722855721924,0.219580350979112,0.354722502067407,0.0451550505509466,3.39576946932803,323.469396595321,627.129015257779
"ono_sen-5",8.33821643935507,0.0604790767207726,0.244383722194683,0.524695150548065,0.25330079869033,4.0987884092016,287.775635847146,541.035030724447
"pol_acr-1",5.07098336343977,1314.89231464443,0.704581377815519,-61580.4883881762,0.436792669519945,5.32527821330343,1689.89045773554,21008.1136986491
"pol_acr-2",3.97755868529924,0.0680759377492616,0.643226231747731,0.146242662293549,0.0573194654691335,11.0048361795151,522.927931161198,-4299.75842698671
"pol_acr-3",5.16696607361355,0.138924425780257,0.379514016525833,-2.61982809934887,0.152946367459071,3.51570171880904,547.699371312511,1534.12355536145
"pol_acr-4",3.89709740927693,0.0512966775075912,0.211763858086904,0.615683194307194,0.0465829022709854,4.21938258353337,157.648717504438,318.317806725619
"pol_acr-5",3.5573119761749,0.11491812577909,0.280146631504041,-1.8033901421331,0.0224121257847896,3.02200120276338,373.704345164484,1079.37094357718
"pte_aqu-1",7.0279616743914,0.054571663618527,0.236702681195995,0.814320537865923,0.332757833720333,4.3655356720815,168.815764732646,274.336204828233
"pte_aqu-2",10.2716994238168,0.0522464215546635,0.444082697729269,0.676097710426976,0.240164708024787,8.62417726080479,349.736379425492,651.488327991801
"pte_aqu-3",11.5040055658121,0.101026977905538,0.43881744931763,-3.97844799748372,0.244740757990022,5.20112913911614,1751.92805561021,4098.89475389341
"pte_aqu-4",9.22972024995862,0.0688190625530982,0.28216608285627,0.665052287988448,0.0166252800004979,4.14342371742259,229.422132941908,409.759206733195
"pte_aqu-5",5.61355602324898,0.0639946847680759,0.0646193370953416,0.802151190925909,0.162477435426197,1.01208751241319,108.99908932642,168.582188950772
